,Algoritmo,Métrica,Valor
87,RedeNeural,MAE,814219.3374719118
88,RedeNeural,MAE,814218.3945956648
89,RedeNeural,MAE,814221.4799609602
90,RedeNeural,MAE,811044.6144795334
91,RedeNeural,MAE,810702.4776076977
92,RedeNeural,MAE,810991.7232512926
93,RedeNeural,MAE,814107.5651413098
94,RedeNeural,MAE,814108.6625977232
95,RedeNeural,MAE,814108.5532231247
96,RedeNeural,MAE,814111.0990822106
97,RedeNeural,MAE,814112.5956558094
98,RedeNeural,MAE,814111.8635545697
99,RedeNeural,MAE,807263.5848403447
100,RedeNeural,MAE,807481.1656060303
101,RedeNeural,MAE,807305.51487532
102,RedeNeural,MAE,813894.4878564132
103,RedeNeural,MAE,813893.5041637755
104,RedeNeural,MAE,813893.5750304105
105,RedeNeural,MAE,813899.1505698488
106,RedeNeural,MAE,813898.8462943361
107,RedeNeural,MAE,813898.3558496843
108,RedeNeural,MAE,567974.3417792069
109,RedeNeural,MAE,614135.2473448368
110,RedeNeural,MAE,555177.6901836729
111,RedeNeural,MAE,814221.2965983341
112,RedeNeural,MAE,814222.1258441189
113,RedeNeural,MAE,814222.8540749132
114,RedeNeural,MAE,814248.2306571425
115,RedeNeural,MAE,814246.5604624163
116,RedeNeural,MAE,814245.7794475221
117,RedeNeural,MAE,299262.92745596904
118,RedeNeural,MAE,275931.70000417606
119,RedeNeural,MAE,281475.9764661287
120,RedeNeural,MAE,814119.4731112028
121,RedeNeural,MAE,814120.628331703
122,RedeNeural,MAE,814124.8109559845
123,RedeNeural,MAE,814160.0482040539
124,RedeNeural,MAE,814183.415730192
125,RedeNeural,MAE,814176.7605058771
126,RedeNeural,MAE,242247.04110128837
127,RedeNeural,MAE,241711.83305921053
128,RedeNeural,MAE,251705.48966043038
129,RedeNeural,MAE,813919.840038768
130,RedeNeural,MAE,813925.2544464647
131,RedeNeural,MAE,813926.5631766068
132,RedeNeural,MAE,814066.0457147966
133,RedeNeural,MAE,814080.1285322758
134,RedeNeural,MAE,814050.0114422179
135,RedeNeural,MAE,202201.59669682017
136,RedeNeural,MAE,207916.96542626095
137,RedeNeural,MAE,211219.23577987938
138,RedeNeural,MAE,814221.5596145496
139,RedeNeural,MAE,814222.689098057
140,RedeNeural,MAE,814223.392030716
141,RedeNeural,MAE,814254.9732723905
142,RedeNeural,MAE,814245.8573194136
143,RedeNeural,MAE,814252.9530094549
144,RedeNeural,MAE,194537.82123766447
145,RedeNeural,MAE,193433.6208196272
146,RedeNeural,MAE,196781.17886513157
147,RedeNeural,MAE,814120.3763465212
148,RedeNeural,MAE,814122.328136511
149,RedeNeural,MAE,814125.521443618
150,RedeNeural,MAE,814180.114837245
151,RedeNeural,MAE,814174.9867857548
152,RedeNeural,MAE,814184.5730536612
153,RedeNeural,MAE,186098.67441063595
154,RedeNeural,MAE,187055.95874451756
155,RedeNeural,MAE,187040.7855674342
156,RedeNeural,MAE,813922.9420208847
157,RedeNeural,MAE,813925.4721417343
158,RedeNeural,MAE,813930.8952069199
159,RedeNeural,MAE,814094.3211344
160,RedeNeural,MAE,814088.4860127767
161,RedeNeural,MAE,814069.6778660824
162,RedeNeural,MAE,604021.7439623213
163,RedeNeural,MAE,603605.4498436995
164,RedeNeural,MAE,603921.5724901567
165,RedeNeural,MAE,813306.4436902498
166,RedeNeural,MAE,813306.341956423
167,RedeNeural,MAE,813305.2167652866
168,RedeNeural,MAE,813282.7950685736
169,RedeNeural,MAE,813285.9840537623
170,RedeNeural,MAE,813291.0590027926
171,RedeNeural,MAE,439940.7672035234
172,RedeNeural,MAE,441105.9530835988
173,RedeNeural,MAE,439782.84002371837
174,RedeNeural,MAE,812315.7668837162
175,RedeNeural,MAE,812314.2946166992
176,RedeNeural,MAE,812314.7546349241
177,RedeNeural,MAE,812288.1097653038
178,RedeNeural,MAE,812290.9480039362
179,RedeNeural,MAE,812283.9197045042
180,RedeNeural,MAE,286899.9475061517
181,RedeNeural,MAE,286417.17232060013
182,RedeNeural,MAE,288003.3481279005
183,RedeNeural,MAE,810343.8343944884
184,RedeNeural,MAE,810322.2975303248
185,RedeNeural,MAE,810333.859431752
186,RedeNeural,MAE,810291.759848076
187,RedeNeural,MAE,810294.4391458076
188,RedeNeural,MAE,810283.1288762678
189,RedeNeural,MAE,192905.29437362938
190,RedeNeural,MAE,192533.32654879385
191,RedeNeural,MAE,195753.9158785636
192,RedeNeural,MAE,813321.4417767441
193,RedeNeural,MAE,813326.6234784042
194,RedeNeural,MAE,813337.5007977402
195,RedeNeural,MAE,813394.8141830177
196,RedeNeural,MAE,813510.6724302057
197,RedeNeural,MAE,813651.9105749298
198,RedeNeural,MAE,184370.6717379386
199,RedeNeural,MAE,186779.07168311405
200,RedeNeural,MAE,185481.9253700658
201,RedeNeural,MAE,812350.5356488144
202,RedeNeural,MAE,812356.8206829941
203,RedeNeural,MAE,812380.0974163925
204,RedeNeural,MAE,813044.5666546738
205,RedeNeural,MAE,812403.254642955
206,RedeNeural,MAE,813250.8482666016
207,RedeNeural,MAE,180075.20942982455
208,RedeNeural,MAE,179549.36540570174
209,RedeNeural,MAE,180635.4336622807
210,RedeNeural,MAE,810401.2861370957
211,RedeNeural,MAE,810417.0139202988
212,RedeNeural,MAE,810469.1423382675
213,RedeNeural,MAE,812043.2893109238
214,RedeNeural,MAE,812317.8531536972
215,RedeNeural,MAE,812284.8419232285
216,RedeNeural,MAE,178756.96162280702
217,RedeNeural,MAE,180963.78207236843
218,RedeNeural,MAE,190279.46744791666
219,RedeNeural,MAE,813323.1531414902
220,RedeNeural,MAE,813327.2683758652
221,RedeNeural,MAE,813338.5436444199
222,RedeNeural,MAE,813741.1192669785
223,RedeNeural,MAE,813559.6973919785
224,RedeNeural,MAE,813605.1467336019
225,RedeNeural,MAE,175233.13569078947
226,RedeNeural,MAE,177633.81304824562
227,RedeNeural,MAE,181835.7890625
228,RedeNeural,MAE,812346.715946666
229,RedeNeural,MAE,812361.3804974472
230,RedeNeural,MAE,812392.8919720566
231,RedeNeural,MAE,813255.0638470566
232,RedeNeural,MAE,813263.6595501816
233,RedeNeural,MAE,812979.669071666
234,RedeNeural,MAE,173696.20168585525
235,RedeNeural,MAE,174495.64343475876
236,RedeNeural,MAE,176779.5466694079
237,RedeNeural,MAE,810405.5266156113
238,RedeNeural,MAE,810417.5305218613
239,RedeNeural,MAE,810472.055424205
240,RedeNeural,MAE,812254.1010785019
241,RedeNeural,MAE,812414.5471234238
242,RedeNeural,MAE,811936.3623089707
243,RedeNeural,RMSE,1009717.909013653
244,RedeNeural,RMSE,1009711.7021125233
245,RedeNeural,RMSE,1009714.1407967543
246,RedeNeural,RMSE,1009719.2365230874
247,RedeNeural,RMSE,1009719.3677851445
248,RedeNeural,RMSE,1009719.3199860648
249,RedeNeural,RMSE,1009723.2345988518
250,RedeNeural,RMSE,1009723.2600599113
251,RedeNeural,RMSE,1009722.5185423623
252,RedeNeural,RMSE,1009698.028261874
253,RedeNeural,RMSE,1009704.3604335623
254,RedeNeural,RMSE,1009704.1818545137
255,RedeNeural,RMSE,1009709.7848817509
256,RedeNeural,RMSE,1009709.6226079657
257,RedeNeural,RMSE,1009711.1305111181
258,RedeNeural,RMSE,1009716.4899396625
259,RedeNeural,RMSE,1009716.0142152836
260,RedeNeural,RMSE,1009717.7750331088
261,RedeNeural,RMSE,1009661.6825669947
262,RedeNeural,RMSE,1009665.4498816651
263,RedeNeural,RMSE,1009659.3000110617
264,RedeNeural,RMSE,1009692.3017630704
265,RedeNeural,RMSE,1009691.5772781614
266,RedeNeural,RMSE,1009691.4036380649
267,RedeNeural,RMSE,1009708.0251385525
268,RedeNeural,RMSE,1009703.0980658766
269,RedeNeural,RMSE,1009702.7976587887
270,RedeNeural,RMSE,1009495.2943336106
271,RedeNeural,RMSE,1009438.1439625891
272,RedeNeural,RMSE,1009527.680760573
273,RedeNeural,RMSE,1009715.8274402835
274,RedeNeural,RMSE,1009715.0894531058
275,RedeNeural,RMSE,1009715.8727907393
276,RedeNeural,RMSE,1009723.6595995132
277,RedeNeural,RMSE,1009722.9028440742
278,RedeNeural,RMSE,1009723.8159987717
279,RedeNeural,RMSE,1008419.8630988213
280,RedeNeural,RMSE,1008962.7817929661
281,RedeNeural,RMSE,1008586.4882028354
282,RedeNeural,RMSE,1009704.7431188017
283,RedeNeural,RMSE,1009704.7980035823
284,RedeNeural,RMSE,1009705.4965336247
285,RedeNeural,RMSE,1009714.3381184
286,RedeNeural,RMSE,1009717.0164592506
287,RedeNeural,RMSE,1009716.079320095
288,RedeNeural,RMSE,1004873.2715592408
289,RedeNeural,RMSE,1005008.9632656159
290,RedeNeural,RMSE,1005147.0548751412
291,RedeNeural,RMSE,1009684.154637056
292,RedeNeural,RMSE,1009685.6018040655
293,RedeNeural,RMSE,1009686.0231800423
294,RedeNeural,RMSE,1009703.2936860884
295,RedeNeural,RMSE,1009700.1009552235
296,RedeNeural,RMSE,1009704.8922090596
297,RedeNeural,RMSE,1003396.2485945408
298,RedeNeural,RMSE,1004317.7283364235
299,RedeNeural,RMSE,1005411.9914056782
300,RedeNeural,RMSE,1009715.0996015841
301,RedeNeural,RMSE,1009714.9660161218
302,RedeNeural,RMSE,1009716.4691815076
303,RedeNeural,RMSE,1009721.3300379169
304,RedeNeural,RMSE,1009721.0739000506
305,RedeNeural,RMSE,1009721.9886014478
306,RedeNeural,RMSE,966847.82888701
307,RedeNeural,RMSE,955750.9091178749
308,RedeNeural,RMSE,970252.2431134892
309,RedeNeural,RMSE,1009705.2863826422
310,RedeNeural,RMSE,1009706.2325502683
311,RedeNeural,RMSE,1009705.7847434722
312,RedeNeural,RMSE,1009715.9736635749
313,RedeNeural,RMSE,1009715.2878232853
314,RedeNeural,RMSE,1009718.4771853683
315,RedeNeural,RMSE,695883.1569512995
316,RedeNeural,RMSE,656918.495359175
317,RedeNeural,RMSE,685814.6850954881
318,RedeNeural,RMSE,1009685.6506895139
319,RedeNeural,RMSE,1009685.9578861375
320,RedeNeural,RMSE,1009686.3508843022
321,RedeNeural,RMSE,1009703.3097982875
322,RedeNeural,RMSE,1009704.1030559434
323,RedeNeural,RMSE,1009706.3664355113
324,RedeNeural,RMSE,1007855.5595034931
325,RedeNeural,RMSE,1007888.0269085646
326,RedeNeural,RMSE,1007667.4061541914
