,Algoritmo,Métrica,Valor
532,RedeNeural,R2,-0.9104457478966079
533,RedeNeural,R2,-0.9263351670807494
534,RedeNeural,R2,-1.134021233608923
535,RedeNeural,R2,-1.1335305755125082
536,RedeNeural,R2,-1.133544023532882
537,RedeNeural,R2,-1.140284361354004
538,RedeNeural,R2,-1.1402661721081206
539,RedeNeural,R2,-1.1399616083107267
540,RedeNeural,R2,-1.0338142470974256
541,RedeNeural,R2,-1.03976221496666
542,RedeNeural,R2,-1.10063700632341
543,RedeNeural,R2,-1.1424157897404545
544,RedeNeural,R2,-1.142837118867074
545,RedeNeural,R2,-1.1432102488079758
546,RedeNeural,R2,-1.1445665614398437
547,RedeNeural,R2,-1.1451605340353241
548,RedeNeural,R2,-1.146011326912061
549,RedeNeural,R2,-0.3472245138233572
550,RedeNeural,R2,-0.4671280243318796
551,RedeNeural,R2,-0.6768636674635686
552,RedeNeural,R2,-1.1393251366767956
553,RedeNeural,R2,-1.1400340456371572
554,RedeNeural,R2,-1.1399415702958962
555,RedeNeural,R2,-1.1433117316009422
556,RedeNeural,R2,-1.1433884860169892
557,RedeNeural,R2,-1.1433035039478279
558,RedeNeural,R2,0.7302826060276234
559,RedeNeural,R2,0.735940758917585
560,RedeNeural,R2,0.6953468885070657
561,RedeNeural,R2,-1.1339358786161138
562,RedeNeural,R2,-1.1342869603767904
563,RedeNeural,R2,-1.1345507133899932
564,RedeNeural,R2,-1.1408869177126517
565,RedeNeural,R2,-1.1404686010088136
566,RedeNeural,R2,-1.1405247103189242
567,RedeNeural,R2,-0.9902457057154126
568,RedeNeural,R2,-0.9762796901929587
569,RedeNeural,R2,-0.9518407704605274
570,RedeNeural,R2,-1.1258291088874146
571,RedeNeural,R2,-1.1247570632032593
572,RedeNeural,R2,-1.1257476498645573
573,RedeNeural,R2,-1.1277091031181685
574,RedeNeural,R2,-1.1283108049968238
575,RedeNeural,R2,-1.127328304336285
576,RedeNeural,R2,-0.7576652859531421
577,RedeNeural,R2,-0.7522515986756371
578,RedeNeural,R2,-0.7316611453336885
579,RedeNeural,R2,-1.1053370913313985
580,RedeNeural,R2,-1.1052513421939159
581,RedeNeural,R2,-1.1057306958493238
